research_id,mission_id,country,experiment_type,research_domain,duration_days,data_generated_gb,personnel_required,equipment_count,resource_cost_musd,success,year
RSH-0054265,MSN-0077585,USA,Orbital Crystallography,Microgravity Biology,664,2400.0,31,3,42.14,True,1982
RSH-0054266,MSN-0014336,Russia,Plasma Physics,Materials Science,250,522.0,35,6,12.72,True,2022
RSH-0054267,MSN-0094480,China,Thermal Imaging,Planetary Geology,357,289.2,15,9,13.26,True,1968
RSH-0054268,MSN-0013365,France,Plasma Physics,Atmospheric Physics,227,1691.9,5,15,39.84,False,1989
RSH-0054269,MSN-0077055,USA,Orbital Crystallography,Exoplanetology,503,1068.0,13,2,1.85,True,2021
RSH-0054270,MSN-0028445,Israel,Cosmic Dust Analysis,Atmospheric Physics,651,1496.2,7,2,46.5,True,1995
RSH-0054271,MSN-0068389,India,Thermal Imaging,Quantum Communications,632,174.7,24,8,39.81,True,2010
RSH-0054272,MSN-0080578,India,Autonomous Navigation,Relativistic Physics,564,767.4,17,1,34.96,True,1987
RSH-0054273,MSN-0069074,USA,Lidar Surface Mapping,Microgravity Biology,545,528.8,32,7,30.78,True,2019
RSH-0054274,MSN-0099809,ESA,Fluid Dynamics,Exoplanetology,658,2447.5,29,13,27.32,True,1994
RSH-0054275,MSN-0076991,USA,Orbital Crystallography,Space Botany,275,2421.0,11,10,36.61,True,2008
RSH-0054276,MSN-0031107,Russia,Gravitational Wave Detection,Solar Dynamics,520,626.0,44,15,28.97,False,1986
RSH-0054277,MSN-0075312,USA,Autonomous Navigation,Quantum Communications,705,721.4,44,13,16.68,True,2005
RSH-0054278,MSN-0077649,China,Orbital Crystallography,Quantum Communications,567,579.1,34,12,43.4,True,2014
RSH-0054279,MSN-0040177,China,Cosmic Dust Analysis,Astrophysics,412,476.7,14,13,47.35,False,2023
RSH-0054280,MSN-0022293,China,Thermal Imaging,Microgravity Biology,590,1829.6,23,15,25.39,True,1957
RSH-0054281,MSN-0010664,Russia,Gravitational Wave Detection,Exoplanetology,186,1716.3,23,7,21.56,True,2014
RSH-0054282,MSN-0029843,USA,Fluid Dynamics,Atmospheric Physics,577,5569.6,20,2,19.63,True,2015
RSH-0054283,MSN-0091866,Russia,Gravitational Wave Detection,Materials Science,192,772.0,44,12,35.98,True,1988
RSH-0054284,MSN-0003052,USA,Radiation Profiling,Exoplanetology,170,538.3,10,15,27.78,True,1999
RSH-0054285,MSN-0092706,USA,Gravitational Wave Detection,Solar Dynamics,126,2013.7,14,4,5.65,True,2020
RSH-0054286,MSN-0002493,Brazil,Fluid Dynamics,Quantum Communications,237,1696.6,30,12,23.18,True,1971
RSH-0054287,MSN-0015676,Japan,Autonomous Navigation,Atmospheric Physics,48,298.9,11,13,47.37,True,1995
RSH-0054288,MSN-0034623,UK,Radiation Profiling,Planetary Geology,567,1892.9,21,8,40.12,True,1982
RSH-0054289,MSN-0090313,USA,Spectroscopic Survey,Space Botany,410,3063.8,36,8,41.56,True,2004
RSH-0054290,MSN-0011568,ESA,Radiation Profiling,Exoplanetology,230,1443.9,16,5,42.32,True,2018
RSH-0054291,MSN-0028512,Russia,Thermal Imaging,Solar Dynamics,218,540.6,11,2,14.13,True,1987
RSH-0054292,MSN-0082026,Russia,Thermal Imaging,Exoplanetology,535,1189.3,25,7,34.9,True,2018
RSH-0054293,MSN-0052068,Russia,Orbital Crystallography,Space Botany,73,460.0,31,2,7.43,True,2010
RSH-0054294,MSN-0002400,UAE,Radiation Profiling,Astrophysics,188,700.1,12,6,23.01,True,2013
RSH-0054295,MSN-0010466,USA,Autonomous Navigation,Exoplanetology,537,163.1,42,9,33.29,False,2014
RSH-0054296,MSN-0095830,ESA,Fluid Dynamics,Materials Science,495,741.5,36,3,10.43,True,1989
RSH-0054297,MSN-0033001,Japan,Thermal Imaging,Exoplanetology,68,1864.0,38,5,37.96,False,2002
RSH-0054298,MSN-0066189,USA,Fluid Dynamics,Microgravity Biology,511,455.3,28,9,44.38,True,1970
RSH-0054299,MSN-0086235,UAE,Plasma Physics,Astrophysics,169,2639.9,41,12,9.02,True,1971
RSH-0054300,MSN-0094246,China,Spectroscopic Survey,Relativistic Physics,413,2345.0,19,9,1.58,True,2008
RSH-0054301,MSN-0096598,China,Gravitational Wave Detection,Astrophysics,383,2103.4,35,7,19.44,True,2016
RSH-0054302,MSN-0021721,ESA,Thermal Imaging,Space Botany,79,4771.4,10,3,25.15,True,2023
RSH-0054303,MSN-0004621,ESA,Gravitational Wave Detection,Materials Science,702,231.9,34,14,7.52,True,1990
RSH-0054304,MSN-0032385,USA,Radiation Profiling,Microgravity Biology,46,945.6,13,1,23.82,True,2010
RSH-0054305,MSN-0036059,India,Spectroscopic Survey,Quantum Communications,474,924.5,3,10,29.67,False,2018
RSH-0054306,MSN-0037590,USA,Gravitational Wave Detection,Astrophysics,537,1627.1,19,6,44.16,True,2010
RSH-0054307,MSN-0098164,France,Autonomous Navigation,Microgravity Biology,96,920.3,38,2,33.28,False,1994
RSH-0054308,MSN-0076429,France,Fluid Dynamics,Astrophysics,451,663.0,24,13,34.84,True,2010
RSH-0054309,MSN-0067079,China,Autonomous Navigation,Planetary Geology,36,1183.0,12,4,28.43,True,1995
RSH-0054310,MSN-0097294,China,Cosmic Dust Analysis,Planetary Geology,713,493.7,35,6,42.78,True,2016
RSH-0054311,MSN-0024175,USA,Cosmic Dust Analysis,Atmospheric Physics,705,1075.5,39,6,30.81,True,2016
RSH-0054312,MSN-0089777,France,Orbital Crystallography,Astrophysics,487,2339.3,42,5,48.06,True,1997
RSH-0054313,MSN-0059865,USA,Plasma Physics,Astrophysics,243,656.8,29,3,19.93,True,2011
RSH-0054314,MSN-0061703,Russia,Lidar Surface Mapping,Astrophysics,323,918.2,19,13,12.46,True,2012
RSH-0054315,MSN-0052184,USA,Cosmic Dust Analysis,Relativistic Physics,80,633.7,37,15,22.04,True,1981
RSH-0054316,MSN-0021463,UAE,Autonomous Navigation,Planetary Geology,279,640.4,10,10,39.55,True,2014
RSH-0054317,MSN-0069103,USA,Spectroscopic Survey,Exoplanetology,23,514.3,16,7,9.47,True,2010
RSH-0054318,MSN-0010037,Japan,Lidar Surface Mapping,Exoplanetology,51,1409.2,31,6,26.64,True,1997
RSH-0054319,MSN-0033228,Russia,Plasma Physics,Atmospheric Physics,189,2220.2,7,7,30.65,True,2020
RSH-0054320,MSN-0038295,France,Plasma Physics,Atmospheric Physics,337,369.7,6,12,11.2,True,1996
RSH-0054321,MSN-0098275,ESA,Spectroscopic Survey,Relativistic Physics,215,1245.6,35,13,2.66,True,2018
RSH-0054322,MSN-0093119,Russia,Plasma Physics,Space Botany,417,2052.6,10,6,2.15,True,1977
RSH-0054323,MSN-0092587,USA,Orbital Crystallography,Relativistic Physics,473,1165.3,23,5,31.2,True,2002
RSH-0054324,MSN-0006668,USA,Radiation Profiling,Space Botany,633,2647.4,21,6,40.15,True,1967
RSH-0054325,MSN-0025743,Canada,Plasma Physics,Planetary Geology,493,614.9,39,12,38.53,True,1985
RSH-0054326,MSN-0013527,Japan,Lidar Surface Mapping,Atmospheric Physics,331,619.0,7,1,18.98,False,1990
RSH-0054327,MSN-0091010,USA,Plasma Physics,Planetary Geology,576,480.2,4,1,23.31,True,1984
RSH-0054328,MSN-0015759,China,Autonomous Navigation,Exoplanetology,462,2454.0,26,1,32.39,True,2009
RSH-0054329,MSN-0010270,China,Thermal Imaging,Atmospheric Physics,120,465.9,42,1,39.55,False,2021
RSH-0054330,MSN-0063471,USA,Radiation Profiling,Astrophysics,661,1415.3,38,3,41.63,False,1984
RSH-0054331,MSN-0045813,Japan,Thermal Imaging,Planetary Geology,454,1293.5,25,12,39.04,True,1983
RSH-0054332,MSN-0062653,USA,Spectroscopic Survey,Microgravity Biology,596,663.8,25,2,5.65,False,1986
RSH-0054333,MSN-0008959,China,Thermal Imaging,Atmospheric Physics,125,594.0,20,15,23.08,True,2021
RSH-0054334,MSN-0098518,Israel,Gravitational Wave Detection,Space Botany,699,513.3,34,10,1.56,True,2024
RSH-0054335,MSN-0035645,Other,Fluid Dynamics,Exoplanetology,453,3958.6,43,12,32.17,True,2001
RSH-0054336,MSN-0010837,USA,Orbital Crystallography,Exoplanetology,455,2012.1,3,14,4.98,True,2019
RSH-0054337,MSN-0051318,China,Radiation Profiling,Quantum Communications,386,457.5,43,8,10.95,False,1972
RSH-0054338,MSN-0052176,China,Orbital Crystallography,Quantum Communications,257,360.3,41,6,3.77,True,2023
RSH-0054339,MSN-0079349,Russia,Autonomous Navigation,Exoplanetology,565,357.5,39,5,27.7,True,1971
RSH-0054340,MSN-0014254,USA,Gravitational Wave Detection,Exoplanetology,670,1800.2,28,2,7.05,True,2011
RSH-0054341,MSN-0052219,China,Plasma Physics,Space Botany,251,734.8,37,12,8.42,True,1984
RSH-0054342,MSN-0070038,USA,Cosmic Dust Analysis,Materials Science,111,485.5,3,12,46.45,False,2003
RSH-0054343,MSN-0000622,Canada,Radiation Profiling,Planetary Geology,602,805.9,41,6,16.39,True,1997
RSH-0054344,MSN-0000682,Russia,Cosmic Dust Analysis,Quantum Communications,405,1151.4,42,7,32.27,False,1981
RSH-0054345,MSN-0067589,Russia,Radiation Profiling,Relativistic Physics,659,387.7,43,13,1.07,False,1993
RSH-0054346,MSN-0047397,China,Plasma Physics,Space Botany,146,3977.8,8,3,24.1,False,1968
RSH-0054347,MSN-0063018,USA,Lidar Surface Mapping,Relativistic Physics,587,1867.5,3,10,2.99,True,2003
RSH-0054348,MSN-0062482,USA,Lidar Surface Mapping,Solar Dynamics,224,958.9,17,6,29.13,False,2005
RSH-0054349,MSN-0094942,ESA,Lidar Surface Mapping,Quantum Communications,685,245.9,12,14,40.05,True,2007
RSH-0054350,MSN-0069582,China,Fluid Dynamics,Quantum Communications,539,375.1,23,8,22.0,True,1990
RSH-0054351,MSN-0056574,Israel,Thermal Imaging,Quantum Communications,569,951.3,41,12,39.79,True,1979
RSH-0054352,MSN-0008931,India,Gravitational Wave Detection,Materials Science,676,2640.5,29,1,3.02,True,2016
RSH-0054353,MSN-0058563,UK,Fluid Dynamics,Astrophysics,348,1751.2,24,4,33.02,True,1981
RSH-0054354,MSN-0005711,China,Lidar Surface Mapping,Planetary Geology,629,512.0,18,12,6.71,True,2017
RSH-0054355,MSN-0021612,Russia,Gravitational Wave Detection,Planetary Geology,236,729.8,37,3,4.74,True,2024
RSH-0054356,MSN-0031666,India,Fluid Dynamics,Relativistic Physics,344,915.9,10,7,8.54,True,2009
RSH-0054357,MSN-0092907,ESA,Thermal Imaging,Microgravity Biology,289,2166.4,9,12,19.56,False,1990
RSH-0054358,MSN-0025963,Japan,Autonomous Navigation,Materials Science,681,1884.0,18,9,30.55,True,2009
RSH-0054359,MSN-0028777,Russia,Fluid Dynamics,Quantum Communications,410,969.2,18,2,46.56,True,1990
RSH-0054360,MSN-0035826,USA,Gravitational Wave Detection,Relativistic Physics,209,543.7,26,4,25.09,True,2006
RSH-0054361,MSN-0028021,USA,Plasma Physics,Relativistic Physics,463,192.6,32,7,26.06,True,2024
RSH-0054362,MSN-0095010,Russia,Radiation Profiling,Materials Science,216,1659.9,17,5,36.74,True,1965
RSH-0054363,MSN-0097832,UAE,Fluid Dynamics,Planetary Geology,626,3396.8,26,10,33.89,True,2015
RSH-0054364,MSN-0015850,USA,Plasma Physics,Microgravity Biology,341,724.6,9,4,40.78,True,2011
RSH-0054365,MSN-0033572,Other,Spectroscopic Survey,Solar Dynamics,418,1917.9,2,3,7.07,True,1987
RSH-0054366,MSN-0090380,USA,Plasma Physics,Atmospheric Physics,549,2129.5,9,5,35.94,False,2014
RSH-0054367,MSN-0019495,Germany,Thermal Imaging,Relativistic Physics,628,6397.5,36,13,41.91,True,2009
RSH-0054368,MSN-0054957,USA,Plasma Physics,Astrophysics,715,1978.9,25,1,19.3,True,1976
RSH-0054369,MSN-0028615,India,Fluid Dynamics,Solar Dynamics,624,2228.5,24,1,27.17,True,1992
RSH-0054370,MSN-0024509,France,Thermal Imaging,Exoplanetology,62,797.2,24,2,38.24,True,2024
RSH-0054371,MSN-0092100,France,Fluid Dynamics,Solar Dynamics,446,1659.5,36,14,31.96,True,2016
RSH-0054372,MSN-0032467,USA,Lidar Surface Mapping,Planetary Geology,320,315.1,21,13,8.98,True,1982
RSH-0054373,MSN-0099216,China,Lidar Surface Mapping,Materials Science,233,503.3,24,14,12.93,True,2017
RSH-0054374,MSN-0078810,USA,Plasma Physics,Microgravity Biology,457,331.2,6,7,26.23,True,1994
RSH-0054375,MSN-0027747,France,Plasma Physics,Relativistic Physics,393,2078.6,2,3,40.91,False,2007
RSH-0054376,MSN-0066308,China,Autonomous Navigation,Exoplanetology,651,486.6,14,15,26.03,True,1975
RSH-0054377,MSN-0003142,UK,Fluid Dynamics,Materials Science,561,801.7,17,4,28.52,True,2022
RSH-0054378,MSN-0029425,Russia,Plasma Physics,Planetary Geology,590,2509.0,5,9,4.16,True,2018
RSH-0054379,MSN-0067627,ESA,Spectroscopic Survey,Space Botany,621,5978.7,10,5,15.02,True,1998
RSH-0054380,MSN-0089439,USA,Spectroscopic Survey,Atmospheric Physics,203,399.7,18,5,34.47,True,2002
RSH-0054381,MSN-0033818,China,Plasma Physics,Exoplanetology,474,713.7,17,11,4.53,True,1977
RSH-0054382,MSN-0028869,Russia,Lidar Surface Mapping,Quantum Communications,296,825.9,28,8,30.94,True,2013
RSH-0054383,MSN-0054332,Russia,Spectroscopic Survey,Planetary Geology,174,162.9,30,1,48.05,True,2016
RSH-0054384,MSN-0018066,Russia,Spectroscopic Survey,Atmospheric Physics,408,3892.5,7,15,42.57,True,2015
RSH-0054385,MSN-0043003,Russia,Thermal Imaging,Materials Science,133,3733.6,24,7,47.21,True,2001
RSH-0054386,MSN-0089207,Russia,Plasma Physics,Relativistic Physics,87,884.3,6,15,37.36,True,1976
RSH-0054387,MSN-0063819,China,Thermal Imaging,Relativistic Physics,435,1304.5,36,2,24.01,True,2020
RSH-0054388,MSN-0008779,ESA,Lidar Surface Mapping,Exoplanetology,686,409.0,36,15,26.29,True,2012
RSH-0054389,MSN-0053064,Other,Orbital Crystallography,Materials Science,640,1434.4,19,10,27.02,False,1974
RSH-0054390,MSN-0039905,Japan,Gravitational Wave Detection,Astrophysics,191,4141.8,19,10,6.52,True,2008
RSH-0054391,MSN-0056153,China,Thermal Imaging,Atmospheric Physics,183,3834.7,34,5,17.84,True,1997
RSH-0054392,MSN-0064922,India,Cosmic Dust Analysis,Relativistic Physics,535,563.3,23,11,23.69,True,2011
RSH-0054393,MSN-0038809,Russia,Radiation Profiling,Quantum Communications,593,1051.7,35,15,6.5,True,1996
RSH-0054394,MSN-0092975,USA,Autonomous Navigation,Relativistic Physics,477,324.0,37,1,27.8,True,2010
RSH-0054395,MSN-0096102,Russia,Thermal Imaging,Space Botany,666,370.6,41,9,16.37,False,1982
RSH-0054396,MSN-0084909,China,Thermal Imaging,Atmospheric Physics,710,1088.0,37,8,21.08,False,2020
RSH-0054397,MSN-0071785,USA,Spectroscopic Survey,Solar Dynamics,153,1451.9,11,4,24.28,True,2021
RSH-0054398,MSN-0070592,USA,Thermal Imaging,Microgravity Biology,226,6122.1,41,13,28.73,True,2018
RSH-0054399,MSN-0039254,USA,Gravitational Wave Detection,Space Botany,345,661.3,30,14,18.5,True,1985
RSH-0054400,MSN-0009926,USA,Cosmic Dust Analysis,Space Botany,531,914.5,37,11,6.81,True,2020
RSH-0054401,MSN-0089655,India,Radiation Profiling,Atmospheric Physics,234,1557.0,37,13,11.76,True,1986
RSH-0054402,MSN-0076449,China,Spectroscopic Survey,Solar Dynamics,167,1622.0,22,6,9.85,False,2016
RSH-0054403,MSN-0031918,USA,Thermal Imaging,Solar Dynamics,479,835.2,44,7,46.54,True,1974
RSH-0054404,MSN-0061926,Russia,Gravitational Wave Detection,Relativistic Physics,409,984.5,23,8,38.84,False,1967
RSH-0054405,MSN-0002597,USA,Radiation Profiling,Materials Science,628,3409.0,18,12,38.41,True,2016
RSH-0054406,MSN-0052141,Russia,Thermal Imaging,Materials Science,59,2470.8,12,10,19.54,True,1982
RSH-0054407,MSN-0076592,Russia,Plasma Physics,Microgravity Biology,640,563.2,14,6,16.68,True,2020
RSH-0054408,MSN-0030648,Japan,Spectroscopic Survey,Atmospheric Physics,221,2712.5,20,13,19.86,False,1987
RSH-0054409,MSN-0024022,USA,Gravitational Wave Detection,Atmospheric Physics,189,278.6,39,8,24.22,True,1990
RSH-0054410,MSN-0071300,ESA,Thermal Imaging,Planetary Geology,117,200.3,43,3,7.04,True,2018
RSH-0054411,MSN-0087884,USA,Autonomous Navigation,Materials Science,71,2090.4,39,10,21.81,False,1988
RSH-0054412,MSN-0031559,Israel,Cosmic Dust Analysis,Atmospheric Physics,128,1042.2,13,8,15.38,True,2006
RSH-0054413,MSN-0066260,ESA,Autonomous Navigation,Solar Dynamics,239,189.7,4,9,8.42,True,1973
RSH-0054414,MSN-0046152,Russia,Gravitational Wave Detection,Astrophysics,507,646.5,9,15,39.81,True,1979
RSH-0054415,MSN-0079964,Brazil,Autonomous Navigation,Space Botany,606,1059.7,35,12,15.68,True,1991
RSH-0054416,MSN-0032453,Russia,Plasma Physics,Quantum Communications,653,1689.0,23,3,34.96,True,1987
RSH-0054417,MSN-0046966,USA,Orbital Crystallography,Planetary Geology,463,449.8,2,4,35.94,True,1973
RSH-0054418,MSN-0090309,Russia,Autonomous Navigation,Microgravity Biology,583,1495.3,28,15,38.5,False,1998
RSH-0054419,MSN-0091088,USA,Orbital Crystallography,Relativistic Physics,85,1810.5,25,11,35.88,True,2010
RSH-0054420,MSN-0068999,USA,Thermal Imaging,Quantum Communications,271,249.8,12,4,45.12,True,2007
RSH-0054421,MSN-0018978,USA,Cosmic Dust Analysis,Exoplanetology,295,2147.2,10,13,24.07,True,2015
RSH-0054422,MSN-0002426,China,Thermal Imaging,Atmospheric Physics,44,738.8,3,1,4.55,True,2006
RSH-0054423,MSN-0021091,China,Radiation Profiling,Solar Dynamics,226,1523.2,28,6,32.24,True,1984
RSH-0054424,MSN-0041596,USA,Autonomous Navigation,Astrophysics,510,1057.4,19,12,13.64,False,2013
RSH-0054425,MSN-0032709,USA,Radiation Profiling,Space Botany,462,883.1,13,5,44.17,True,2001
RSH-0054426,MSN-0048472,China,Radiation Profiling,Solar Dynamics,334,3283.9,2,13,22.62,False,1971
RSH-0054427,MSN-0010995,ESA,Cosmic Dust Analysis,Atmospheric Physics,610,514.1,30,6,4.07,True,2019
RSH-0054428,MSN-0049862,France,Thermal Imaging,Astrophysics,623,913.8,22,14,18.95,True,2011
RSH-0054429,MSN-0075764,USA,Thermal Imaging,Quantum Communications,65,280.0,21,6,23.7,True,1996
RSH-0054430,MSN-0045119,Japan,Plasma Physics,Space Botany,467,2324.4,14,5,11.74,True,2023
RSH-0054431,MSN-0005301,Russia,Cosmic Dust Analysis,Space Botany,669,2416.0,19,1,9.53,True,2024
RSH-0054432,MSN-0008197,China,Gravitational Wave Detection,Materials Science,576,3153.0,3,2,23.09,True,2001
RSH-0054433,MSN-0048117,Japan,Autonomous Navigation,Microgravity Biology,339,2530.0,3,8,45.2,True,2018
RSH-0054434,MSN-0029708,Germany,Gravitational Wave Detection,Quantum Communications,343,1828.0,31,12,45.35,True,1996
RSH-0054435,MSN-0062353,China,Plasma Physics,Space Botany,602,516.0,25,13,11.18,True,1991
RSH-0054436,MSN-0063532,USA,Gravitational Wave Detection,Atmospheric Physics,167,662.2,44,14,31.41,True,1996
RSH-0054437,MSN-0069346,Russia,Fluid Dynamics,Materials Science,645,322.0,6,14,44.81,False,2024
RSH-0054438,MSN-0002754,USA,Radiation Profiling,Solar Dynamics,337,423.1,40,11,8.03,True,1997
RSH-0054439,MSN-0084878,USA,Lidar Surface Mapping,Relativistic Physics,328,588.2,17,13,22.42,True,1968
RSH-0054440,MSN-0061706,USA,Fluid Dynamics,Planetary Geology,411,345.8,41,6,40.78,True,1994
RSH-0054441,MSN-0073487,ESA,Autonomous Navigation,Quantum Communications,30,716.4,34,6,5.55,False,2022
RSH-0054442,MSN-0004880,Russia,Cosmic Dust Analysis,Space Botany,567,2104.7,18,7,48.31,False,2007
RSH-0054443,MSN-0054015,ESA,Gravitational Wave Detection,Relativistic Physics,408,3909.5,39,9,40.4,False,2003
RSH-0054444,MSN-0044853,China,Lidar Surface Mapping,Materials Science,502,368.3,11,5,19.01,True,1972
RSH-0054445,MSN-0092737,UK,Gravitational Wave Detection,Atmospheric Physics,489,1011.6,2,7,2.09,False,1991
RSH-0054446,MSN-0017743,China,Plasma Physics,Solar Dynamics,335,641.7,39,8,9.48,True,1982
RSH-0054447,MSN-0010510,USA,Orbital Crystallography,Astrophysics,292,2537.4,30,6,12.23,False,2010
RSH-0054448,MSN-0081341,Russia,Thermal Imaging,Astrophysics,198,567.4,11,9,26.29,True,2005
RSH-0054449,MSN-0075193,Other,Cosmic Dust Analysis,Microgravity Biology,453,1020.7,36,10,24.1,False,2020
RSH-0054450,MSN-0092124,France,Spectroscopic Survey,Atmospheric Physics,670,2628.0,32,14,28.61,False,2021
RSH-0054451,MSN-0099660,USA,Cosmic Dust Analysis,Materials Science,376,4567.8,21,13,44.25,True,2000
RSH-0054452,MSN-0067587,USA,Plasma Physics,Astrophysics,90,2065.6,5,12,6.16,True,2014
RSH-0054453,MSN-0060269,China,Spectroscopic Survey,Relativistic Physics,415,618.2,14,14,8.93,True,2016
RSH-0054454,MSN-0079059,China,Thermal Imaging,Microgravity Biology,25,2812.2,10,2,14.05,True,2010
RSH-0054455,MSN-0043109,Japan,Cosmic Dust Analysis,Solar Dynamics,197,1972.4,41,11,12.79,False,1999
RSH-0054456,MSN-0042317,China,Fluid Dynamics,Astrophysics,592,266.9,19,15,22.63,True,1995
RSH-0054457,MSN-0055420,Canada,Fluid Dynamics,Relativistic Physics,374,1153.7,39,4,46.28,False,2017
RSH-0054458,MSN-0053237,Russia,Fluid Dynamics,Relativistic Physics,394,5417.1,4,9,28.56,True,1977
RSH-0054459,MSN-0038355,Italy,Autonomous Navigation,Relativistic Physics,243,1231.9,21,4,41.04,True,1999
RSH-0054460,MSN-0060539,China,Orbital Crystallography,Atmospheric Physics,197,4944.2,30,11,40.51,True,1978
RSH-0054461,MSN-0006544,USA,Radiation Profiling,Astrophysics,369,2544.0,19,2,18.29,False,2010
RSH-0054462,MSN-0072356,India,Orbital Crystallography,Space Botany,61,1081.8,31,9,13.76,True,2014
RSH-0054463,MSN-0024857,Russia,Plasma Physics,Quantum Communications,56,2229.2,20,8,19.51,True,2004
RSH-0054464,MSN-0037874,India,Radiation Profiling,Astrophysics,31,745.8,17,7,8.71,True,1986
RSH-0054465,MSN-0047777,USA,Lidar Surface Mapping,Microgravity Biology,32,1686.5,32,4,23.55,False,2011
RSH-0054466,MSN-0015822,USA,Lidar Surface Mapping,Solar Dynamics,288,607.0,31,10,8.94,True,2022
RSH-0054467,MSN-0073484,USA,Cosmic Dust Analysis,Quantum Communications,328,384.1,23,1,40.58,True,2016
RSH-0054468,MSN-0079051,USA,Cosmic Dust Analysis,Atmospheric Physics,100,1045.2,41,7,25.15,False,1985
RSH-0054469,MSN-0056089,USA,Autonomous Navigation,Atmospheric Physics,178,154.1,30,7,32.77,True,2009
RSH-0054470,MSN-0088903,Italy,Plasma Physics,Quantum Communications,509,600.9,39,13,6.31,True,2017
RSH-0054471,MSN-0061443,USA,Orbital Crystallography,Microgravity Biology,82,530.2,25,6,23.81,True,1995
RSH-0054472,MSN-0009884,USA,Plasma Physics,Solar Dynamics,522,886.1,29,9,37.49,True,2010
RSH-0054473,MSN-0002535,USA,Thermal Imaging,Relativistic Physics,513,1648.6,32,7,5.66,True,2000
RSH-0054474,MSN-0090954,Russia,Thermal Imaging,Microgravity Biology,404,1458.3,35,4,9.67,True,1991
RSH-0054475,MSN-0007800,China,Fluid Dynamics,Astrophysics,599,2480.9,21,8,35.03,True,2010
RSH-0054476,MSN-0050395,Other,Fluid Dynamics,Materials Science,258,708.2,34,10,46.5,True,2009
